Rank	Ragione sociale	Partita IVA	P.IVA valida	Codice fiscale	CCIAA	N. REA	Forma giuridica	Indirizzo sede legale	CAP	Comune	Prov.	Regione	Capitale sociale (€)	ATECO	Attività (ATECO)	Settore	Data iscrizione	Stato attività	Fatturato (€)	Anno bilancio	Dipendenti	PEC	VIES	Denominazione VIES	Indirizzo VIES	Fonte dati anagrafici	Fonte classifica
451	PRICEWATERHOUSECOOPERS BUSINESS SERVICES S.R.L.	06234620968	SI		MI	1878863	SOCIETA' A RESPONSABILITA' LIMITATA CON UNICO SOCIO	Piazza Tre Torri 2	20145	Milano	MI	Lombardia	100000	70.20.09	Consulenza imprenditoriale e altre attivita' di consulenza gestionale n.c.a.	Altre attivita di consulenza imprenditoriale	30/07/2008	Attiva	676212487	2024	4826	businessservices@pec-pwc.it	SI	PRICEWATERHOUSECOOPERS BUSINESS SERVICES SRL	PIAZZA TRE TORRI 2 20145 MILANO MI	https://www.aziende.it/pricewaterhousecoopers-business-services-srl	topaziende.quotidiano.net
452	SOFIDEL S.P.A.	01256000462	SI	01256000462	LU	128332	SOCIETA' PER AZIONI	Via Giuseppe Lazzareschi 23	55016	Porcari	LU	Toscana	33000000	46.86.9	Commercio all'ingrosso di altri prodotti intermedi n.c.a.	Commercio all'ingrosso	01/06/1987	Attiva	672288135	2024	324	sofidel@pec.sofidelgroup.com	SI	SOFIDEL S.P.A.	VIA GIUSEPPE LAZZARESCHI 23 55016 PORCARI LU	https://www.aziende.it/sofidel-societa-per-azioni	topaziende.quotidiano.net
453	MUTTI S.P.A.	02758310342	SI	02758310342		264509	Societa' per Azioni	Via Traversetolo 28 - Loc Piazza	43022	Montechiarugolo	PR	Emilia-Romagna	23337209	10.39	Altra lavorazione e conservazione di frutta e di ortaggi	Lavorazione e conservazione di frutta e ortaggi	01/04/2015	Attiva	672229489	2024	1363	muttispa@postacert.cedacri.it	SI	MUTTI S.P.A.	VIA TRAVERSETOLO 28 - LOC PIAZZA 43022 MONTECHIARUGOLO PR	https://www.aziende.it/mutti-societa-per-azioni-in-breve-mutti-s-p	topaziende.quotidiano.net
454	TEDDY - S.P.A.	00953910403	SI		RN	190509	Societa' per Azioni	Via Coriano 58	47924	Rimini	RN	Emilia-Romagna	50000000	46.42.1	Commercio all'ingrosso di abbigliamento e accessori	Commercio all'ingrosso	01/09/1981	Attiva	668178563	2024	2741	teddy@legalmail.it	SI	TEDDY - S.P.A.	VIA CORIANO 58 47924 RIMINI RN	https://www.aziende.it/teddy-s-p-a	topaziende.quotidiano.net
455	ENIPOWER S.P.A.	12958270154	SI	12958270154	MI	1600596	SOCIETA' PER AZIONI	Piazza Ezio Vanoni 1	20097	San Donato Milanese	MI	Lombardia	944947849	35.1	PRODUZIONE, TRASMISSIONE E DISTRIBUZIONE DI ENERGIA ELETTRICA	Fornitura di energia elettrica, gas, vapore e aria condizionata	01/01/2000	Attiva	668138594	2024	323	enipower@pec.enipower.eni.it	SI	ENIPOWER SPA	PIAZZA EZIO VANONI 1 20097 SAN DONATO MILANESE MI	https://www.aziende.it/enipower-spa	topaziende.quotidiano.net
456	ACS DOBFAR S.P.A.	05847860151	SI	05847860151	MI	1041431	SOCIETA' PER AZIONI	Viale Addetta 4/12	20067	Tribiano	MI	Lombardia	19650000	21.1	FABBRICAZIONE DI PRODOTTI FARMACEUTICI DI BASE E DI PREPARATI FARMACEUTICI	Fabbricazione di prodotti farmaceutici	01/12/1999	Attiva	668045205	2024	1644	amministrazione@pec.acsdobfar.it	SI	ACS DOBFAR SPA	VIALE ADDETTA 4/12 20067 TRIBIANO MI	https://www.aziende.it/acs-dobfar-spa	topaziende.quotidiano.net
457	OPENJOBMETIS S.P.A.. AGENZIA PER IL LAVORO	13343690155	SI	13343690155	MI	1641225	SOCIETA' PER AZIONI	Via Assietta 19	20161	Milano	MI	Lombardia	13712000	78.2	ATTIVITA' DELLE AGENZIE DI LAVORO TEMPORANEO (INTERINALE)	Attivita delle agenzie di lavoro temporaneo	16/08/2001	Attiva	666179087	2024	20517	openjob@secmail.it	SI	OPENJOBMETIS S.P.A. AGENZIA PER IL LAVORO	VIA ASSIETTA 19 20161 MILANO MI	https://www.aziende.it/openjobmetis-spa-agenzia-per-il-lavoro	topaziende.quotidiano.net
458	ARCA COMMERCIALE S.R.L.	04573590405	SI	04573590405	FC	422919	SOCIETA' A RESPONSABILITA' LIMITATA	Piazzale Caduti Del Lavoro 244	47522	Cesena	FC	Emilia-Romagna	5000000	47.11.02	Commercio al dettaglio non specializzato con prevalenza di altri prodotti alimentari, bevande o tabacchi	Commercio al dettaglio in esercizi non specializzati	01/01/2022	Attiva	665201750	2024	1451	arcacommercialesrl@legalmail.it	SI	ARCA COMMERCIALE S.R.L.	PIAZZALE CADUTI DEL LAVORO 244, 47522 CESENA FC	https://www.aziende.it/arca-commerciale-s-r-l	topaziende.quotidiano.net
459	APPLE RETAIL ITALIA S.R.L.	04935230963	SI		MI	1783444	SOCIETA' A RESPONSABILITA' LIMITATA	Corso Vercelli 40	20145	Milano	MI	Lombardia	10000	47.40.1	Commercio al dettaglio di computer, unita' periferiche e software	Commercio al dettaglio di computer e software	14/04/2006	Attiva	664883843	2024	1813	appleretailitaliasrl@legalmail.it	SI	APPLE RETAIL ITALIA S.R.L.	CORSO VERCELLI 40 20145 MILANO MI	https://www.aziende.it/apple-retail-italia-s-r-l	topaziende.quotidiano.net
460	VESTAS ITALIA S.R.L.	02170340737	SI		RM	1192488	Societa' a Responsabilita' Limitata	Via Sardegna 40	00187	Roma	RM	Lazio	3000000	33.20.01	Installazione di motori, generatori e trasformatori elettrici; di apparecchiature per la distribuzione e il controllo dell'elettricita' (esclusa l'installazione all'interno degli edifici)	Impianti eolici	26/06/1998	Attiva	662842640	2024	502	vestasitaliasrl@cert.studiopirola.com	SI	VESTAS ITALIA S.R.L.	VIA SARDEGNA 40 00187 ROMA RM	https://www.aziende.it/vestas-italia-s-r-l	aziende.it
461	C.M.B. SOCIETA' COOPERATIVA MURATORI E BRACCIANTI DI CARPI	00154410369	SI	00154410369		2698	Societa' Cooperativa	Via C Marx 101	41012	Carpi	MO	Emilia-Romagna		41.2	Costruzione di edifici residenziali e non residenziali	Costruzione di edifici		Attiva	661568346	2024			SI	C.M.B. SOCIETA' COOPERATIVA MURATORI E BRACCIANTI DI CARPI A	VIA C MARX 101 41012 CARPI MO	https://www.aziende.it/c-m-b-societa-cooperativa-muratori-e-bracci	topaziende.quotidiano.net
462	IRCA S.P.A.	09684290969	SI	09684290969	VA	365248	SOCIETA' PER AZIONI	Via Degli Orsini 5	21013	Gallarate	VA	Lombardia	1002781	10.82	Produzione di cacao, cioccolato, caramelle e confetterie	Produzione di cacao, cioccolato, caramelle e confetterie	19/07/2017	Attiva	660368431	2024	593	irca@pec.it	SI	IRCA S.P.A.	VIA DEGLI ORSINI 5 21013 GALLARATE VA	https://www.aziende.it/irca-s-p-a	topaziende.quotidiano.net
463	CIRCET ITALIA S.P.A.	01481120697	SI	01481120697	CH	90567	Societa' per azioni	Via Aterno 108	66020	San Giovanni Teatino	CH	Abruzzo	10000000	42.22	Costruzione di opere di pubblica utilita' per l'energia elettrica e le telecomunicazioni	Reti telecomunicazioni ed energia	09/05/1989	Attiva	659375143	2024	1666	direzione@pec.ceitnet.it	SI	CIRCET ITALIA SPA	VIA ATERNO 108 66020 SAN GIOVANNI TEATINO CH	https://www.aziende.it/circet-italia-s-p-a	aziende.it
464	FAI SERVICE SOCIETA' COOPERATIVA	02654640040	SI		MI	1826807	SOCIETA' COOPERATIVA	Viale Cassala 57	20143	Milano	MI	Lombardia		82.99.99	Altri servizi di sostegno alle imprese nca	Attivita di supporto per le funzioni d'ufficio	20/05/1987	Attiva	658811518	2024			SI	FAI SERVICE SOCIETA' COOPERATIVA	VIALE CASSALA 57 20143 MILANO MI	https://www.aziende.it/fai-service-societa-cooperativa	topaziende.quotidiano.net
465	MARTINI & ROSSI - S.P.A.	00488160011	SI	00488160011	TO	1086	SOCIETA' PER AZIONI	Piazza Luigi Rossi 2	10023	Chieri	TO	Piemonte	20000000	11.04	Produzione di altre bevande fermentate non distillate	Bevande	30/06/1889	Attiva	657035563	2024	446	martinirossi@legalmail.it	SI	MARTINI & ROSSI - S.P.A.	PIAZZA LUIGI ROSSI 2 10023 CHIERI TO	https://www.aziende.it/martini-rossi-s-p-a	aziende.it
466	PASTIFICIO RANA S.P.A.	01397480235	SI	01397480235	VR	178408	SOCIETA' PER AZIONI	Via Antonio Pacinotti 25	37057	San Giovanni Lupatoto	VR	Veneto	6000000	10.73	Produzione di paste alimentari, di cuscus e di prodotti farinacei simili	Produzione di paste alimentari, di cuscus e di prodotti farinacei simili	21/12/2004	Attiva	651143670	2024	1180	amministrazione@pec.rana.it	SI	PASTIFICIO RANA S.P.A.	VIA PACINOTTI 25 37057 SAN GIOVANNI LUPATOTO VR	https://www.aziende.it/pastificio-rana-s-p-a	aziende.it
467	ENERGAS S.P.A.	00309310605	SI		NA	696210	SOCIETA' PER AZIONI	Via Domenico Morelli 75	80121	Napoli	NA	Campania	52000000	19.20.3	Miscelazione di gas petroliferi liquefatti (GPL) e loro imbottigliamento	GPL		Attiva	648268595	2025	177	energas.spa@legalmail.it	SI	ENERGAS S.P.A	VIA DOMENICO MORELLI 75 80121 NAPOLI NA	https://www.aziende.it/energas-s-p-a	aziende.it
468	PERFETTI VAN MELLE S.P.A.	04219660158	SI	04219660158	MI	996099	SOCIETA' PER AZIONI	Via Xxv Aprile 7	20045	Lainate	MI	Lombardia	20000000	10.82	Produzione di cacao, cioccolato, caramelle e confetterie	Produzione di cacao, cioccolato, caramelle	07/11/1978	Attiva	645631837	2024	1199	pvm.spa@pec.it	SI	PERFETTI VAN MELLE S.P.A.	VIA XXV APRILE 7, 20045 LAINATE MI	https://www.aziende.it/perfetti-van-melle-s-p-a	topaziende.quotidiano.net
469	INGRAM MICRO S.R.L.	10297220153	SI	10297220153	MI	1367714	SOCIETA' A RESPONSABILITA' LIMITATA	Via Delle Industrie 14/b	20049	Settala	MI	Lombardia	200000	46.50.1	Commercio all'ingrosso di computer, unita' periferiche e software	Commercio all'ingrosso di computer, apparecchiature informatiche periferiche e di software	04/09/1995	Attiva	644329119	2024	167	ingram.italia@pec.it	SI	INGRAM MICRO SRL	VIA DELLE INDUSTRIE 14/B, 20049 SETTALA MI	https://www.aziende.it/ingram-micro-s-r-l	topaziende.quotidiano.net
470	PAD MULTIENERGY S.P.A.	03516220179	SI	03516220179	BS	412045	SOCIETA' PER AZIONI	Via Cefalonia 70	25124	Brescia	BS	Lombardia	24025806	46.81	Commercio all'ingrosso di combustibili solidi, liquidi, gassosi e di prodotti derivati	Commercio all'ingrosso di combustibili	23/08/1999	Attiva	643884114	2024	42	pad.multienergy@raccomandata-ar.com	SI	PAD MULTIENERGY S.P.A	VIA CEFALONIA 70, 25124 BRESCIA BS	https://www.aziende.it/pad-multienergy-s-p-a	topaziende.quotidiano.net
471	ECOFUEL S.P.A.	09788620152	SI	09788620152	MI	1217129	SOCIETA' PER AZIONI	Via Felice Maritano 26	20097	San Donato Milanese	MI	Lombardia	52000000	20.1	FABBRICAZIONE DI PRODOTTI CHIMICI DI BASE, DI FERTILIZZANTI E COMPOSTI AZOTATI, DI MATERIE PLASTICHE E GOMMA SINTETICA IN FORME PRIMARIE	Fabbricazione di prodotti chimici di base	26/03/1986	Attiva	640181095	2024	38	ecofuel@pec.ecofuel.eni.it	SI	ECOFUEL S.P.A.	VIA MARITANO 26 20097 SAN DONATO MILANESE MI	https://www.aziende.it/ecofuel-s-p-a	topaziende.quotidiano.net
472	OPEN FIBER S.P.A.	09320630966	SI	09320630966	MI	2083127	SOCIETA' PER AZIONI	Viale Dell'innovazione 1	20126	Milano	MI	Lombardia	250000000	61.90.9	Altre attivita' connesse alle telecomunicazioni	Altre attivita di telecomunicazione	21/12/2015	Attiva	640048000	2024	1831	openfiber@pec.openfiber.it	SI	OPEN FIBER S.P.A.	VIALE DELL'INNOVAZIONE 1 20126 MILANO MI	https://www.aziende.it/open-fiber-s-p-a	topaziende.quotidiano.net
473	NOVO NORDISK S.P.A.	01260981004	SI			469049	Societa' per Azioni	Viale Giorgio Ribotta 35	00144	Roma	RM	Lazio	516500	46.46	Commercio all'ingrosso di prodotti farmaceutici	Commercio all'ingrosso di prodotti farmaceutici	12/12/1980	Attiva	639495161	2025	434	novonordisk@pecimprese.it	SI	NOVO NORDISK SPA	VIALE GIORGIO RIBOTTA 35 00144 ROMA RM	https://www.aziende.it/novo-nordisk-societa-per-azioni	aziende.it
474	EUROBET ITALIA S.R.L.. UNIPERSONALE	03620640106	SI	03620640106	RM	1127246	SOCIETA' A RESPONSABILITA' LIMITATA	Lungotevere Arnaldo Da Brescia 12	00196	Roma	RM	Lazio	12200	92.00.09	Altre attivita' connesse con le lotterie e le scommesse	Scommesse e giochi	2006	Attiva	639375113	2025	563	eurobet-italia@pec.it	SI	EUROBET ITALIA S.R.L. UNIPERSONALE	LUNGOTEVERE ARNALDO DA BRESCIA 12, 00196 ROMA RM	https://www.aziende.it/eurobet-italia-s-r-l-unipersonale	aziende.it
475	GIANNI VERSACE S.R.L.	04636090963	SI		MI	1762567	Societa' a Responsabilita' Limitata	Piazza Luigi Einaudi 4	20124	Milano	MI	Lombardia	81864102	74.11.2	Attivita' di progettazione di moda	Altre attivita professionali, scientifiche e tecniche	01/01/2005	Attiva	638424395	2024	774	gianniversace@pecversace.it	SI	GIANNI VERSACE SRL	PIAZZA LUIGI EINAUDI 4 20124 MILANO MI	https://www.aziende.it/gianni-versace-s-r-l	topaziende.quotidiano.net
476	H & M HENNES & MAURITZ S.R.L.	03269110965	SI	03269110965	MI	1663197	Società a Responsabilità Limitata	Via Turati 9	20121	Milano	MI	Lombardia	10000	47.71	Commercio al dettaglio di articoli di abbigliamento in esercizi specializzati	Commercio al dettaglio di articoli di abbigliamento	24/04/2008	Attiva	636459486	2024	3764	hm_milano@pec.it	SI	H & M HENNES & MAURITZ S.R.L.	VIA TURATI 9 20121 MILANO MI	https://www.aziende.it/h-m-hennes-mauritz-s-r-l	topaziende.quotidiano.net
477	AGN ENERGIA S.P.A.	06170180019	SI	06170180019	TO	760745	SOCIETA' PER AZIONI	Via Amalfi 6	10088	Volpiano	TO	Piemonte	12000000	19.20.3	Miscelazione di gas petroliferi liquefatti (GPL) e loro imbottigliamento	GPL ed energia	25/07/1991	Attiva	636216400	2024	475	agnenergiaspa@pec.it	SI	AGN ENERGIA S.P.A.	VIA AMALFI 6 10088 VOLPIANO TO	https://www.aziende.it/agn-energia-s-p-a	aziende.it
478	SMEG S.P.A.	01555030350	SI	07947760158	RE	194932	SOCIETA' PER AZIONI	Via Leonardo Da Vinci 4	42016	Guastalla	RE	Emilia-Romagna	20000000	27.51	Fabbricazione di apparecchiature elettriche ed apparecchiature per uso domestico non elettriche	Fabbricazione di apparecchiature elettriche ed apparecchiature per uso domestico non elettriche	08/06/1992	Attiva	634492363	2024	867	amministrazione@pec.smeg.com	SI	SMEG S.P.A.	VIA LEONARDO DA VINCI 4 42016 GUASTALLA RE	https://www.aziende.it/smeg-s-p-a	topaziende.quotidiano.net
479	NUOVA OMPI S.R.L.. UNIPERSONALE	00927340281	SI	03878760150	PD	172419	Società a Responsabilità Limitata	Via Molinella 17	35017	Piombino Dese	PD	Veneto	20000000	23.15.9	Altre attivita' di fabbricazione e lavorazione di altro vetro incluso il vetro per usi tecnici	Altre attivita' di fabbricazione e lavorazione di altro vetro incluso il vetro per usi tecnici		Attiva	634082986	2024	2762	nuovaompi@pec.stevanatogroup.com	SI	NUOVA OMPI S.R.L. UNIPERSONALE	VIA MOLINELLA 17 35017 PIOMBINO DESE PD	https://www.aziende.it/nuova-ompi-s-r-l	aziende.it
480	ITALMARK S.R.L.	04145590982	SI	04145590982	BS	592034	SOCIETA' A RESPONSABILITA' LIMITATA	Viale Sant Eufemia 108/f	25135	Brescia	BS	Lombardia	20000000	47.11.02	Commercio al dettaglio non specializzato con prevalenza di altri prodotti alimentari, bevande o tabacchi	Commercio al dettaglio in esercizi non specializzati	01/01/2020	Attiva	633337822	2024	2260	italmarkretail@legalmail.it	SI	ITALMARK SRL	VIALE SANT'EUFEMIA 108/F 25135 BRESCIA BS	https://www.aziende.it/italmark-s-r-l	topaziende.quotidiano.net
481	PREGIS S.P.A.	00440600229	SI				Società per Azioni	Foro Buonaparte 12	20121	Milano	MI	Lombardia	1333480	46.39.2	Commercio all'ingrosso non specializzato di altri prodotti alimentari, bevande e tabacco	Commercio all'ingrosso di prodotti alimentari			632904989	2024			SI	PREGIS S.P.A.	PIAZZA ARMANDO DIAZ 7 20123 MILANO MI	https://www.aziende.it/pregis-s-p-a	topaziende.quotidiano.net
482	ITT ITALIA S.R.L.	02669220044	SI	02669220044	CN	227155	SOCIETA' A RESPONSABILITA' LIMITATA	Corso Europa 41/43	20045	Lainate	MI	Lombardia	10000000	29.32	Fabbricazione di altre parti ed accessori per autoveicoli	Fabbricazione di altre parti ed accessori per autoveicoli	29/06/1999	Attiva	632418106	2024	1491	ittitalia@legalmail.it	SI	ITT ITALIA S.R.L.	CORSO EUROPA 41/43 20045 LAINATE MI	https://www.aziende.it/itt-italia-s-r-l	topaziende.quotidiano.net
483	SALVATORE FERRAGAMO S.P.A.	02175200480	SI		FI	464724	Società per Azioni	Via Tornabuoni 2	50123	Firenze	FI	Toscana	16879000	15.20.1	Fabbricazione di calzature	Fabbricazione di articoli in pelle e simili	02/01/1995	Attiva	630795200	2024	969	salvatore.ferragamo@legalmail.it	SI	SALVATORE FERRAGAMO S.P.A.	VIA TORNABUONI 2 50123 FIRENZE FI	https://www.aziende.it/salvatore-ferragamo-s-p-a	topaziende.quotidiano.net
484	NEW FDM S.P.A.	01496790880	SI	01496790880	RG	124153	SOCIETA' PER AZIONI	Via Della Tecnologia	97015	Modica	RG	Sicilia	4000000	47.11.02	Commercio al dettaglio non specializzato con prevalenza di altri prodotti alimentari, bevande o tabacchi	Distribuzione alimentare	02/02/2012	Attiva	630478894	2025	165	newfdmspa@legalmail.it	SI	NEW FDM S.P.A	VIA DELLA TECNOLOGIA 97015 MODICA RG	https://www.aziende.it/new-fdm-s-p-a	aziende.it
485	HUMANITAS MIRASOLE S.P.A.	10125410158	SI	10125410158		1352145	Societa' per Azioni	Via Alessandro Manzoni 56	20089	Rozzano	MI	Lombardia	13840000	86.1	Attivita' ospedaliere	Assistenza sanitaria	27/07/1990	Attiva	628374534	2024	3092		NO			https://www.ufficiocamerale.it/8534/humanitas-mirasole-spa	topaziende.quotidiano.net
486	F.LLI DE CECCO DI FILIPPO-FARA SAN MARTINO-S.P.A.	00628450694	SI	00628450694	CH	72406	SOCIETA' PER AZIONI	Via F De Cecco N 1	66015	Fara San Martino	CH	Abruzzo	21444960	10.73	Produzione di paste alimentari, di cuscus e di prodotti farinacei simili	Pasta alimentare	05/08/1987	Attiva	628342215	2025	588	dececco@pec.dececco.it	SI	F.LLI DE CECCO DI FILIPPO-FARA SAN MARTINO-SPA	VIA F DE CECCO N 1 66015 FARA SAN MARTINO CH	https://www.aziende.it/f-lli-de-cecco-di-filippo-fara-san-martino	aziende.it
487	VERTIV S.R.L.	00230510281	SI	00230510281	PD	112871	Società a Responsabilità Limitata	Via Leonardo Da Vinci 16/18	35028	Piove di Sacco	PD	Veneto	8750000	28.99.99	Fabbricazione di altre macchine ed attrezzature per impieghi speciali nca (incluse parti e accessori)	Fabbricazione di altre macchine ed attrezzature per impieghi speciali nca (incluse parti e accessori)	01/07/1971	Attiva	624946537	2024	776	vertivsrl@legalmail.it	SI	VERTIV S.R.L.	VIA LEONARDO DA VINCI 16/18 35028 PIOVE DI SACCO PD	https://www.aziende.it/vertiv-s-r-l	aziende.it
488	SAIC MOTOR ITALY S.R.L.	11410620964	SI	11410620964	MI	2600613	SOCIETA' A RESPONSABILITA' LIMITATA	Via Manfredo Camperio N 14	20123	Milano	MI	Lombardia	500000	46.71.1	Commercio all'ingrosso di automobili e autoveicoli leggeri	Commercio di autoveicoli e motocicli	25/09/2020	Attiva	624555404	2024	41	mgmotoritalysrl@legalmail.it	SI	SAIC MOTOR ITALY S.R.L.	VIA MANFREDO CAMPERIO N 14, 20123 MILANO MI	https://www.aziende.it/saic-motor-italy-s-r-l	topaziende.quotidiano.net
489	YVES SAINT LAURENT MANIFATTURE S.R.L.	06196900481	SI	06196900481	FI	608797	SOCIETA' A RESPONSABILITA' LIMITATA	Via Pantin 1	50018	Scandicci	FI	Toscana	204000	15.12	Fabbricazione di articoli da viaggio, borse e simili, pelletteria e selleria	Fabbricazione di articoli da viaggio, borse	01/01/2013	Attiva	623503694	2024	668	ysllogistica@inpec.it	SI	YVES SAINT LAURENT MANIFATTURE S.R.L.	VIA PANTIN 1 50018 SCANDICCI FI	https://www.aziende.it/yves-saint-laurent-manifatture-s-r-l	topaziende.quotidiano.net
490	DS SMITH PACKAGING ITALIA S.P.A.	12614920150	SI		MI	1113112	SOCIETA' PER AZIONI	Via Torri Bianche 24	20871	Vimercate	MB	Lombardia	9030000	17.21	Fabbricazione di carta e cartone ondulato e di imballaggi di carta e cartone	Fabbricazione di carta ondulata e imballaggi	22/02/2002	Attiva	621228769	2024	1379	italia.pec@dssmith.legalmail.it	SI	DS SMITH PACKAGING ITALIA SPA	VIA TORRI BIANCHE 24 20871 VIMERCATE MB	https://www.aziende.it/ds-smith-packaging-italia-s-p-a	topaziende.quotidiano.net
491	MERLO S.P.A.. IND. METALMECCANICA	03078670043	SI	03078670043		260677	Societa' per Azioni	Via Nazionale 9 Fr San Defendente	12010	Cervasca	CN	Piemonte	15000005	28.22.09	Fabbricazione di altre macchine e apparecchi di sollevamento e movimentazione	Macchine per il sollevamento	16/03/2006	Attiva	619696760	2024	1143	merlospa.securemail@pec.it	SI	MERLO SPA IND. METALMECCANICA	VIA NAZIONALE 9 FR SAN DEFENDENTE, 12010 CERVASCA CN	https://www.aziende.it/merlo-s-p-a-industria-metalmeccanica-in-form	aziende.it
492	TECHNOGYM S.P.A.	06250230965	SI	06250230965	FO	315187	SOCIETA' PER AZIONI	Via Calcinaro 2861	47521	Cesena	FC	Emilia-Romagna	10066375	26.60.02	Fabbricazione di apparecchi elettromedicali (incluse parti staccate e accessori)	Fabbricazione di computer e prodotti di elettronica	01/07/2008	Attiva	618949753	2024	940	technogym.amministrazione@legalmail.it	SI	TECHNOGYM S.P.A.	VIA CALCINARO 2861 47521 CESENA FC	https://www.aziende.it/technogym-s-p-a	topaziende.quotidiano.net
493	REKEEP S.P.A.	02402671206	SI	02402671206	BO	436919	SOCIETA' PER AZIONI	Via Ubaldo Poli 4	40069	Zola Predosa	BO	Emilia-Romagna	109149600	81.1	SERVIZI INTEGRATI DI GESTIONE AGLI EDIFICI	Attivita di servizi per edifici e paesaggio	30/12/2003	Attiva	618706337	2024	7156	rekeep@pec.rekeep.com	SI	REKEEP S.P.A.	VIA UBALDO POLI 4 40069 ZOLA PREDOSA BO	https://www.aziende.it/rekeep-s-p-a	topaziende.quotidiano.net
494	DSV S.P.A.	00891230153	SI	00891230153	MI	132	SOCIETA' PER AZIONI	Via Dante Alighieri 134	20096	Pioltello	MI	Lombardia	40000000	52.26	Altre attivita' di supporto ai trasporti	Magazzinaggio e attivita di supporto ai trasporti	21/01/1907	Attiva	618129848	2024	701	amministrazione.centrale@pec.saima.it	SI	DSV S.P.A.	VIA DANTE ALIGHIERI 134 20096 PIOLTELLO MI	https://www.aziende.it/dsv-s-p-a	topaziende.quotidiano.net
495	POLYNT S.P.A.	04902660960	SI	04902660960	BG	383079	SOCIETA' PER AZIONI	Via E Fermi N 51	24020	Scanzorosciate	BG	Lombardia	23599698	20.14	Fabbricazione di altri prodotti chimici di base organici	Fabbricazione di prodotti chimici organici	01/09/2008	Attiva	617323089	2024	947	polynt@legalmail.it	SI	POLYNT S.P.A.	VIA E FERMI N 51 24020 SCANZOROSCIATE BG	https://www.aziende.it/polynt-s-p-a	topaziende.quotidiano.net
496	ARROW ELECTRONICS ITALIA S.R.L.	00751300153	SI		MI	449834	SOCIETA' A RESPONSABILITA' LIMITATA	Viale Piero E Alberto Pirelli 10	20126	Milano	MI	Lombardia	15948200	46.50.2	Commercio all'ingrosso di apparecchiature per telecomunicazioni	Commercio all'ingrosso di apparecchiature elettroniche	14/09/1989	Attiva	615373603	2024	313	silverstar@arubapec.it	SI	ARROW ELECTRONICS ITALIA S.R.L.	VIALE PIERO E ALBERTO PIRELLI 10 20126 MILANO MI	https://www.aziende.it/arrow-electronics-italia-s-r-l	topaziende.quotidiano.net
497	SOLVAY CHIMICA ITALIA S.P.A.	00104340492	SI	00104340492		45532	Societa' per Azioni	Via Piave N 6	57016	Rosignano Marittimo	LI	Toscana	13322400	20.13	Fabbricazione di altri prodotti chimici di base inorganici	Fabbricazione di prodotti chimici di base inorganici	31/07/1970	Attiva	614858686	2024	594	solvay.rosignano@pec.it	SI	SOLVAY CHIMICA ITALIA S.P.A.	VIA PIAVE N 6 57016 ROSIGNANO MARITTIMO LI	https://www.aziende.it/solvay-chimica-italia-spa	topaziende.quotidiano.net
